Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
1393,CSE4014 ,High Performance Computing,Dr. bajrang,3,1,3,2,3
1394,CSE3502,Information Security Management,Dr. savita,1,4,0,5,4
1395,CSE3501,Information Security Analysis and Audit,Dr. dipika,5,4,2,1,2
1396,CSE1007 ,Java Programming,Dr. ilyas,2,5,1,1,2
1397,CSE2001 ,Computer Architecture and Organization,Dr. sahista,1,1,2,1,3
1398,CSE1003 ,Digital Logic and Design,Dr. alapna,1,1,2,4,2
1399,CSE4015 ,Human Computer Interaction,Dr. januka,2,3,1,1,3
1400,CSE2023,Robotic Process Automation,Dr. seweta,5,3,2,5,3
1401,CSE2005 ,Operating Systems,Dr. krashana,1,2,2,3,3
1402,CSE4003 ,Cyber Security,Dr. itwari,1,1,3,3,4
1403,CSE2006 ,Microprocessor and Interfacing,Dr. ramswrup,5,4,2,4,5
1404,CSE3002 ,Internet and Web Programming,Dr. sarswati,1,1,1,5,2
1405,CSE3006 ,Embedded System Design,Dr. shispal,4,3,2,1,4
1406,CSE1004 ,Network and Communication,Dr. rakki,4,1,1,2,2
1407,CSE1007 ,Java Programming,Dr. lavish,3,3,1,5,3
1408,CSE3002 ,Internet and Web Programming,Dr. mustkim,4,1,2,2,4
1409,CSE3501,Information Security Analysis and Audit,Dr. foranta,4,5,3,5,5
1410,CSE3029 ,Game Programming,Dr. muhmad,5,2,4,4,5
1411,CSE1007 ,Java Programming,Dr. roma,5,4,0,3,4
1412,ECE3501,IoT Fundamentals,Dr. nandita,3,1,5,3,5
1413,CSE4022 ,Natural Language Processing,Dr. gajwanti,3,1,2,1,5
1414,CSE3029 ,Game Programming,Dr. jagan,2,3,3,1,2
1415,CSE4011 ,Virtualization,Dr. ragini,2,5,1,4,4
1416,CSE2006 ,Microprocessor and Interfacing,Dr. munsi,3,4,0,3,5
1417,CSE4004 ,Digital Forensics,Dr. muntjar,2,3,2,1,3
1418,CSE4011 ,Virtualization,Dr. sirajuddin,3,1,2,3,4
1419,CSE1004 ,Network and Communication,Dr. rajeena,2,3,0,2,2
1420,CSE4014 ,High Performance Computing,Dr. salauddin,2,4,1,1,2
1421,CSE1004 ,Network and Communication,Dr. karima,2,3,2,4,5
1422,CSE3506,Essentials of Data Analytics,Dr. lajja,3,2,4,1,5
1423,CSE4011 ,Virtualization,Dr. najira,3,4,0,4,2
1424,CSE1003 ,Digital Logic and Design,Dr. salaman,2,2,1,4,2
1425,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sagrika,4,5,0,4,4
1426,CSE4022 ,Natural Language Processing,Dr. amardeep,5,4,0,1,3
1427,CSE3013 ,Artificial Intelligence,Dr. rijwana,4,1,0,1,2
1428,CSE4003 ,Cyber Security,Dr. sabbu,1,5,3,1,4
1429,CSE1004 ,Network and Communication,Dr. rahim,2,1,4,2,5
1430,CSE3506,Essentials of Data Analytics,Dr. chetanram,4,5,0,5,2
1431,CSE4019 ,Image Processing,Dr. sahana,1,2,0,2,2
1432,CSE4019 ,Image Processing,Dr. parlad,3,1,5,4,5
1433,CSE2011 ,Data Structures and Algorithms,Dr. rachnu,1,3,2,1,5
1434,CSE2006 ,Microprocessor and Interfacing,Dr. ntasha,1,3,2,3,5
1435,CSE4011 ,Virtualization,Dr. isika,5,4,2,1,3
1436,CSE3013 ,Artificial Intelligence,Dr. noorin,3,1,4,4,5
1437,CSE1004 ,Network and Communication,Dr. rajeev,1,3,3,5,5
1438,CSE3002 ,Internet and Web Programming,Dr. bilkis,3,1,3,1,4
1439,CSE3029 ,Game Programming,Dr. ravindera,1,2,4,1,5
1440,CSE3502,Information Security Management,Dr. umlesh,4,2,2,3,4
1441,CSE2006 ,Microprocessor and Interfacing,Dr. jaimata,3,4,0,1,2
1442,CSE3505,Foundations of Data Analytics,Dr. umedi,2,2,1,2,2
1443,MAT2002,Applications of Differential and Difference Equations,Dr. yasin,3,4,5,3,4
1444,CSE2014,Compiler Design,Dr. shoan,4,5,4,4,5
1445,CSE1004 ,Network and Communication,Dr. jaydurga,4,4,2,4,3
1446,CSE3018 ,Content Based Image and Video Retrieval,Dr. bhuli,5,4,0,2,3
1447,ECE3502,IoT Domain Analyst,Dr. fida,5,5,5,1,4
1448,ECE3501,IoT Fundamentals,Dr. tehmina,3,1,2,2,5
1449,CSE4003 ,Cyber Security,Dr. injmam,4,4,3,4,4
1450,CSE4011 ,Virtualization,Dr. lavkush,1,5,4,5,4
1451,CSE3024 ,Web Mining,Dr. ruksaar,5,3,1,2,2
1452,MAT3004 ,Applied Linear Algebra,Dr. anno,2,1,2,2,2
1453,CSE3029 ,Game Programming,Dr. mookan,1,1,2,5,4
1454,CSE2011 ,Data Structures and Algorithms,Dr. sanita,1,2,3,5,3
1455,CSE4003 ,Cyber Security,Dr. hare,4,3,1,4,5
1456,CSE4004 ,Digital Forensics,Dr. shaving,4,2,2,4,5
1457,CSE1004 ,Network and Communication,Dr. jagnath,2,2,2,5,4
1458,CSE2005 ,Operating Systems,Dr. versa,3,2,0,4,2
1459,CSE3013 ,Artificial Intelligence,Dr. karan,2,5,4,1,5
1460,CSE4014 ,High Performance Computing,Dr. kamrulnisha,2,1,2,5,4
1461,MAT3004 ,Applied Linear Algebra,Dr. praveen,2,3,0,1,4
1462,CSE3011 ,Robotics and its Applications,Dr. nabi,2,3,3,2,4
1463,CSE2006 ,Microprocessor and Interfacing,Dr. job,2,1,4,2,4
1464,CSE4022 ,Natural Language Processing,Dr. safila,3,4,3,1,5
1465,CSE1007 ,Java Programming,Dr. kirashan,2,5,0,5,3
1466,CSE4015 ,Human Computer Interaction,Dr. aarifa,2,3,3,3,4
1467,CSE3002 ,Internet and Web Programming,Dr. nathulal,5,5,1,5,5
1468,CSE4022 ,Natural Language Processing,Dr. wakar,1,1,2,2,3
1469,CSE3506,Essentials of Data Analytics,Dr. neeven,3,5,1,1,4
1470,CSE4019 ,Image Processing,Dr. inder,3,2,3,4,4
1471,CSE3018 ,Content Based Image and Video Retrieval,Dr. amarendra,5,5,2,5,5
1472,CSE2006 ,Microprocessor and Interfacing,Dr. noreen,2,3,1,1,4
1473,CSE3009 ,Internet of Things,Dr. rajlaxmi,2,5,1,1,2
1474,CSE2004 ,Database Management Systems,Dr. sabnam,5,2,5,3,5
1475,CSE1004 ,Network and Communication,Dr. marshilah,5,4,3,2,2
1476,CSE4004 ,Digital Forensics,Dr. vinit,4,4,4,5,3
1477,CSE2013,Theory of Computation,Dr. kayamuddin,1,1,2,1,2
1478,MAT2002,Applications of Differential and Difference Equations,Dr. sarjaha,2,2,0,1,3
1479,CSE2004 ,Database Management Systems,Dr. monu,2,2,3,2,4
1480,CSE4015 ,Human Computer Interaction,Dr. sweeti,4,5,0,2,2
1481,MAT1014,Discrete Mathematics and Graph Theory,Dr. balraj,2,3,3,5,4
1482,CSE4001 ,Parallel and Distributed Computing,Dr. ramkaran,5,1,3,5,4
1483,CSE2001 ,Computer Architecture and Organization,Dr. raheesh,2,2,3,2,5
1484,EEE1001,Basic Electrical and Electronics Engineering,Dr. damanjeet,2,4,1,5,3
1485,MAT3004 ,Applied Linear Algebra,Dr. babul,1,3,1,3,5
1486,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. ramtek,1,3,4,5,5
1487,CSE4001 ,Parallel and Distributed Computing,Dr. sanjeevan,2,3,0,5,2
1488,CSE3020 ,Data Visualization,Dr. rakha,3,3,2,4,5
1489,CSE4004 ,Digital Forensics,Dr. batasi,3,5,2,2,3
1490,CSE1007 ,Java Programming,Dr. ramkiashan,1,5,0,3,3
1491,MAT2002,Applications of Differential and Difference Equations,Dr. naushad,3,4,0,2,4
1492,CSE4004 ,Digital Forensics,Dr. anjal,1,3,0,3,3
1493,CSE4022 ,Natural Language Processing,Dr. kajol,5,3,0,4,4
1494,CSE4020 ,Machine Learning,Dr. abhishekh,2,3,1,2,3
1495,CSE4019 ,Image Processing,Dr. ranju,5,3,1,4,2
1496,CSE2005 ,Operating Systems,Dr. rajia,5,5,2,1,4
1497,CSE4011 ,Virtualization,Dr. chnada,5,5,2,2,2
1498,CSE3021 ,Social and Information Networks,Dr. khushi,1,1,1,5,4
1499,CSE2006 ,Microprocessor and Interfacing,Dr. mahbub,3,1,4,1,5
1500,CSE2004 ,Database Management Systems,Dr. rahimun,5,4,4,4,5
1501,CSE3501,Information Security Analysis and Audit,Dr. sabnur,4,2,0,5,4
1502,CSE4015 ,Human Computer Interaction,Dr. naushad,3,1,1,3,4
1503,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. parbhat,2,5,2,3,3
1504,CSE4001 ,Parallel and Distributed Computing,Dr. neha,2,2,1,2,5
1505,CSE2004 ,Database Management Systems,Dr. mantu,2,5,2,4,3
1506,CSE3018 ,Content Based Image and Video Retrieval,Dr. afridi,4,2,2,1,4
1507,CSE3006 ,Embedded System Design,Dr. tahir,4,5,2,3,3
1508,CSE4022 ,Natural Language Processing,Dr. hayatul,4,1,3,2,3
1509,CSE3006 ,Embedded System Design,Dr. warnakulasuriya,3,2,2,3,2
1510,ECE3502,IoT Domain Analyst,Dr. nabal,5,3,1,5,5
1511,CSE4019 ,Image Processing,Dr. meer,2,1,2,1,3
1512,CSE1004 ,Network and Communication,Dr. nakul,2,2,0,4,5
1513,CSE4011 ,Virtualization,Dr. ekamjeet,5,3,2,5,3
1514,CSE3024 ,Web Mining,Dr. deeraj,5,2,0,5,2
1515,CSE2004 ,Database Management Systems,Dr. nency,4,5,2,2,5
1516,CSE4020 ,Machine Learning,Dr. chatter,3,5,3,3,4
1517,CSE3506,Essentials of Data Analytics,Dr. sajan,3,3,1,3,3
1518,CSE3029 ,Game Programming,Dr. sarita,1,4,1,4,3
1519,CSE4011 ,Virtualization,Dr. shima,1,1,2,4,2
1520,CSE3018 ,Content Based Image and Video Retrieval,Dr. vaishanvi,1,2,1,2,3
1521,CSE2011 ,Data Structures and Algorithms,Dr. kaushar,1,3,1,1,4
1522,CSE3021 ,Social and Information Networks,Dr. knheyalal,5,2,2,1,3
1523,CSE1003 ,Digital Logic and Design,Dr. parshant,2,2,2,1,2
1524,CSE3020 ,Data Visualization,Dr. gugna,4,5,2,5,3
1525,CSE3029 ,Game Programming,Dr. eshavarya,5,1,3,1,2
1526,CSE4004 ,Digital Forensics,Dr. haseena,1,1,3,2,5
1527,MAT1014,Discrete Mathematics and Graph Theory,Dr. alis,2,1,1,1,3
1528,EEE1001,Basic Electrical and Electronics Engineering,Dr. said,5,5,2,4,2
1529,CSE2005 ,Operating Systems,Dr. sapita,5,5,2,1,4
1530,CSE3505,Foundations of Data Analytics,Dr. nasim,3,1,1,3,4
1531,CSE1007 ,Java Programming,Dr. nicharon,1,2,2,1,5
1532,CSE2014,Compiler Design,Dr. satyvrat,5,4,2,1,3
1533,CSE3013 ,Artificial Intelligence,Dr. raj,5,4,3,1,5
1534,CSE3011 ,Robotics and its Applications,Dr. ajay,2,2,1,4,4
1535,CSE2004 ,Database Management Systems,Dr. chitranjan,1,2,2,2,3
1536,CSE2014,Compiler Design,Dr. ahmad,2,4,1,2,2
1537,CSE4020 ,Machine Learning,Dr. saranjeet,3,3,0,2,5
1538,CSE2005 ,Operating Systems,Dr. dharmender,5,1,2,5,5
1539,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. gurbax,4,2,1,2,3
1540,CSE3501,Information Security Analysis and Audit,Dr. soyam,1,3,0,2,2
1541,CSE3025 ,Large Scale Data Processing,Dr. shadik,4,1,2,3,2
1542,CSE3506,Essentials of Data Analytics,Dr. bakhtvaar,1,5,2,2,2
1543,CSE3024 ,Web Mining,Dr. taleem,4,2,3,3,5
1544,CSE3009 ,Internet of Things,Dr. deelip,1,3,0,1,5
1545,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. jayantadass,1,1,3,3,5
1546,CSE3001 ,Software Engineering,Dr. ramkaran,3,2,3,3,4
1547,CSE3025 ,Large Scale Data Processing,Dr. asman,5,3,2,1,2
1548,MAT2002,Applications of Differential and Difference Equations,Dr. beera,5,3,3,5,4
1549,CSE4011 ,Virtualization,Dr. satwanti,1,1,2,5,3
1550,CSE3002 ,Internet and Web Programming,Dr. kushmita,1,1,2,2,3
1551,CSE2012,Design and analysis of algorithms,Dr. mohan,4,2,1,1,4
1552,ECE3502,IoT Domain Analyst,Dr. dhrmveer,4,3,1,5,3
1553,CSE4003 ,Cyber Security,Dr. aleesha,5,5,2,4,4
1554,ECE3501,IoT Fundamentals,Dr. shimran,1,5,1,2,5
1555,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kaushal,3,5,1,5,4
1556,CSE3501,Information Security Analysis and Audit,Dr. dildar,3,3,4,1,5
1557,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. prempal,4,5,1,2,2
1558,CSE3013 ,Artificial Intelligence,Dr. kumar,4,5,2,5,2
1559,CSE4003 ,Cyber Security,Dr. sukenta,3,1,2,2,4
1560,CSE3018 ,Content Based Image and Video Retrieval,Dr. nayamati,3,4,2,5,2
1561,CSE2012,Design and analysis of algorithms,Dr. manbharbai,2,4,0,4,3
1562,CSE4019 ,Image Processing,Dr. hina,5,1,2,2,3
1563,CSE2006 ,Microprocessor and Interfacing,Dr. himanshu,5,4,2,5,2
1564,CSE3009 ,Internet of Things,Dr. atiq,4,2,1,2,3
1565,CSE3029 ,Game Programming,Dr. ijhar,3,1,3,3,3
1566,CSE4022 ,Natural Language Processing,Dr. taruna,4,4,1,1,3
1567,CSE1003 ,Digital Logic and Design,Dr. budhram,1,4,2,3,3
1568,CSE3024 ,Web Mining,Dr. sudan,4,2,2,2,4
1569,CSE2023,Robotic Process Automation,Dr. dakch,2,2,0,3,5
1570,CSE4011 ,Virtualization,Dr. hazari,2,3,2,5,5
1571,ECE3502,IoT Domain Analyst,Dr. layman,1,1,4,3,4
1572,CSE3006 ,Embedded System Design,Dr. mudsay,2,1,1,4,5
1573,CSE3013 ,Artificial Intelligence,Dr. baksi,3,4,1,5,2
1574,ECE3501,IoT Fundamentals,Dr. munni,5,3,1,4,5
1575,CSE3020 ,Data Visualization,Dr. shoyab,1,3,4,4,5
1576,CSE3013 ,Artificial Intelligence,Dr. monam,3,3,1,2,2
1577,CSE3024 ,Web Mining,Dr. bintu,1,4,1,5,2
1578,CSE4004 ,Digital Forensics,Dr. goldi,5,4,4,5,5
1579,CSE4022 ,Natural Language Processing,Dr. bahwana,3,3,2,4,4
1580,CSE2006 ,Microprocessor and Interfacing,Dr. mohardi,2,5,3,5,3
1581,CSE3024 ,Web Mining,Dr. brijnandan,4,4,1,5,2
1582,CSE3021 ,Social and Information Networks,Dr. rubina,3,2,2,5,3
1583,CSE2013,Theory of Computation,Dr. yadho,3,3,1,3,4
1584,ECE3502,IoT Domain Analyst,Dr. nagia,3,3,3,5,5
1585,MAT2002,Applications of Differential and Difference Equations,Dr. ajima,1,3,0,5,2
1586,EEE1001,Basic Electrical and Electronics Engineering,Dr. sant,5,4,2,5,3
1587,CSE3024 ,Web Mining,Dr. kehkasa,1,5,4,2,5
1588,CSE2012,Design and analysis of algorithms,Dr. sanjana,2,4,1,1,4
1589,CSE3024 ,Web Mining,Dr. devid,4,4,2,1,4
1590,MAT3004 ,Applied Linear Algebra,Dr. vanshika,3,5,3,2,5
1591,CSE3002 ,Internet and Web Programming,Dr. aslam,4,3,3,1,3
1592,CSE2001 ,Computer Architecture and Organization,Dr. keval,4,4,5,3,4
1593,CSE3009 ,Internet of Things,Dr. nadem,1,4,3,1,5
1594,CSE2001 ,Computer Architecture and Organization,Dr. nitu,2,1,0,1,5
1595,MAT3004 ,Applied Linear Algebra,Dr. balkishan,1,2,1,4,5
1596,CSE1007 ,Java Programming,Dr. gulesta,2,3,3,5,4
1597,CSE3024 ,Web Mining,Dr. nikki,2,3,2,1,4
1598,CSE3024 ,Web Mining,Dr. manu,1,3,1,4,3
1599,ECE3501,IoT Fundamentals,Dr. shabra,1,3,4,3,4
1600,CSE2023,Robotic Process Automation,Dr. tahira,1,1,1,4,4
1601,MAT1014,Discrete Mathematics and Graph Theory,Dr. akbar,1,3,0,4,2
1602,CSE1004 ,Network and Communication,Dr. farukh,1,4,3,2,4
1603,CSE3025 ,Large Scale Data Processing,Dr. chote,5,2,3,4,4
1604,CSE4015 ,Human Computer Interaction,Dr. muqhtar,4,4,4,5,5
1605,CSE3025 ,Large Scale Data Processing,Dr. oma,5,2,2,3,2
1606,ECE3501,IoT Fundamentals,Dr. manohar,3,5,2,1,5
1607,CSE2012,Design and analysis of algorithms,Dr. sahana,4,2,1,5,3
1608,CSE3009 ,Internet of Things,Dr. saviti,1,5,6,5,5
1609,CSE3020 ,Data Visualization,Dr. jugan,3,1,3,2,3
1610,CSE4011 ,Virtualization,Dr. rookmani,5,4,0,1,2
1611,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. jaitun,1,5,6,1,5
1612,CSE3506,Essentials of Data Analytics,Dr. shobina,2,4,0,5,2
1613,CSE3029 ,Game Programming,Dr. rukshan,4,3,1,4,5
1614,CSE1003 ,Digital Logic and Design,Dr. ishrana,1,2,3,3,5
1615,CSE3011 ,Robotics and its Applications,Dr. manita,4,2,0,2,4
1616,CSE4014 ,High Performance Computing,Dr. aarushi,3,5,1,2,2
1617,CSE3002 ,Internet and Web Programming,Dr. girish,4,3,2,3,4
1618,ECE3502,IoT Domain Analyst,Dr. aftab,3,5,4,5,5
1619,CSE3501,Information Security Analysis and Audit,Dr. shahgujta,3,3,0,2,5
1620,CSE1004 ,Network and Communication,Dr. chosh,5,5,1,1,2
1621,ECE3502,IoT Domain Analyst,Dr. dhamini,3,1,1,2,3
1622,CSE3009 ,Internet of Things,Dr. tosif,1,1,1,4,5
1623,CSE3011 ,Robotics and its Applications,Dr. hosiyarilal,3,2,4,5,5
1624,CSE4011 ,Virtualization,Dr. anikt,3,2,2,1,5
1625,CSE4015 ,Human Computer Interaction,Dr. phulkana,1,1,4,5,5
1626,CSE4015 ,Human Computer Interaction,Dr. visham,1,4,2,4,5
1627,ECE3502,IoT Domain Analyst,Dr. hari,1,1,4,1,5
1628,CSE4019 ,Image Processing,Dr. jon,2,4,1,2,2
1629,MAT3004 ,Applied Linear Algebra,Dr. jamil,1,4,2,5,2
1630,CSE2014,Compiler Design,Dr. shakshi,2,2,1,4,2
1631,CSE3024 ,Web Mining,Dr. samaiali,5,4,1,2,3
1632,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. samima,5,3,3,5,2
1633,CSE4014 ,High Performance Computing,Dr. palak,5,2,2,5,3
1634,CSE3501,Information Security Analysis and Audit,Dr. nipun,4,1,0,3,5
1635,CSE1004 ,Network and Communication,Dr. ratwari,4,2,1,1,2
1636,CSE4003 ,Cyber Security,Dr. lukman,4,5,1,2,2
1637,CSE2014,Compiler Design,Dr. harvindra,1,1,4,5,4
1638,CSE4004 ,Digital Forensics,Dr. nabila,2,3,1,4,4
1639,CSE3024 ,Web Mining,Dr. manjar,4,4,1,5,3
1640,CSE2012,Design and analysis of algorithms,Dr. shakina,2,2,0,4,4
1641,CSE4022 ,Natural Language Processing,Dr. saad,1,1,4,4,4
1642,CSE2012,Design and analysis of algorithms,Dr. doodhnath,5,1,2,2,2
1643,CSE3006 ,Embedded System Design,Dr. guru,2,1,3,1,3
1644,MAT2002,Applications of Differential and Difference Equations,Dr. hasibullah,3,1,2,2,3
1645,CSE4001 ,Parallel and Distributed Computing,Dr. swagtika,4,4,2,2,2
1646,CSE4015 ,Human Computer Interaction,Dr. khadak,4,5,1,4,5
1647,CSE4003 ,Cyber Security,Dr. reshma,3,2,1,5,4
1648,CSE2014,Compiler Design,Dr. maha,3,4,1,2,4
1649,CSE4015 ,Human Computer Interaction,Dr. bhup,5,4,2,3,3
1650,CSE1004 ,Network and Communication,Dr. chunnu,5,5,2,1,2
1651,CSE3011 ,Robotics and its Applications,Dr. shaila,5,3,1,4,4
1652,CSE3013 ,Artificial Intelligence,Dr. dropati,5,3,4,4,4
1653,CSE1003 ,Digital Logic and Design,Dr. yogesh,5,5,2,3,2
1654,CSE4014 ,High Performance Computing,Dr. mumtaj,4,3,1,4,4
1655,CSE3020 ,Data Visualization,Dr. rakhi,1,3,3,4,4
1656,CSE4020 ,Machine Learning,Dr. hoti,5,3,3,4,5
1657,CSE4015 ,Human Computer Interaction,Dr. ziyabul,1,1,3,3,5
1658,CSE4022 ,Natural Language Processing,Dr. bajrang,3,1,1,2,4
1659,CSE4011 ,Virtualization,Dr. sawrn,3,4,1,2,3
1660,CSE4001 ,Parallel and Distributed Computing,Dr. jafruddin,2,1,6,1,5
1661,CSE2012,Design and analysis of algorithms,Dr. kamruddin,2,1,1,5,3
1662,CSE4003 ,Cyber Security,Dr. arsh,2,2,3,1,5
1663,CSE2013,Theory of Computation,Dr. pooja,5,2,1,5,2
1664,CSE4019 ,Image Processing,Dr. bhupender,3,1,4,1,5
1665,CSE2014,Compiler Design,Dr. sahajad,4,3,2,1,4
1666,CSE3021 ,Social and Information Networks,Dr. trlokchand,1,5,1,1,5
1667,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sagiran,4,2,2,4,4
1668,CSE2006 ,Microprocessor and Interfacing,Dr. shankarlal,4,4,0,5,3
1669,MAT1014,Discrete Mathematics and Graph Theory,Dr. baijnath,1,2,1,2,4
1670,CSE3505,Foundations of Data Analytics,Dr. saima,3,1,2,1,3
1671,CSE2005 ,Operating Systems,Dr. jafrin,3,1,3,5,2
1672,CSE3502,Information Security Management,Dr. mahlikka,2,5,2,4,4
1673,CSE1007 ,Java Programming,Dr. indrvati,3,4,1,4,5
1674,CSE3018 ,Content Based Image and Video Retrieval,Dr. sonam,1,4,1,1,2
1675,CSE2001 ,Computer Architecture and Organization,Dr. usman,1,4,1,1,4
1676,CSE3006 ,Embedded System Design,Dr. gajana,2,5,1,3,3
1677,CSE1003 ,Digital Logic and Design,Dr. ifteshyam,4,2,1,4,3
1678,CSE4011 ,Virtualization,Dr. radhadalal,5,5,4,2,4
1679,ECE3502,IoT Domain Analyst,Dr. satya,1,4,0,2,5
1680,CSE4011 ,Virtualization,Dr. prabhudayal,1,1,0,3,2
1681,CSE3502,Information Security Management,Dr. yashwant,1,2,3,5,3
1682,CSE3025 ,Large Scale Data Processing,Dr. not,1,2,2,1,3
1683,CSE4014 ,High Performance Computing,Dr. mayak,2,1,0,2,4
1684,CSE1007 ,Java Programming,Dr. amir,3,5,3,4,3
1685,CSE3505,Foundations of Data Analytics,Dr. sachidanand,1,5,2,3,5
1686,CSE3029 ,Game Programming,Dr. shilap,3,2,2,4,2
1687,CSE3502,Information Security Management,Dr. kafia,1,4,1,3,2
1688,CSE1004 ,Network and Communication,Dr. budhan,1,2,1,2,2
1689,CSE3025 ,Large Scale Data Processing,Dr. anand,5,2,0,5,3
1690,MAT1014,Discrete Mathematics and Graph Theory,Dr. raghuveer,1,2,4,1,5
1691,CSE3506,Essentials of Data Analytics,Dr. marti,5,4,2,1,3
1692,CSE2006 ,Microprocessor and Interfacing,Dr. sombir,4,5,2,2,3
1693,CSE4020 ,Machine Learning,Dr. sarjeet,2,1,1,3,2
1694,MAT1014,Discrete Mathematics and Graph Theory,Dr. anarkali,1,2,2,3,4
1695,CSE3505,Foundations of Data Analytics,Dr. prableen,1,3,1,5,4
1696,CSE4003 ,Cyber Security,Dr. aruni,1,3,1,4,4
1697,EEE1001,Basic Electrical and Electronics Engineering,Dr. hajari,1,2,2,2,3
1698,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. anita,2,5,1,3,2
1699,CSE2013,Theory of Computation,Dr. joyti,3,2,3,5,5
1700,CSE2012,Design and analysis of algorithms,Dr. sohil,1,1,2,4,4
1701,MAT3004 ,Applied Linear Algebra,Dr. mega,5,4,3,4,4
1702,CSE2004 ,Database Management Systems,Dr. mantosh,2,1,3,3,3
1703,CSE2006 ,Microprocessor and Interfacing,Dr. chom,2,2,1,5,4
1704,CSE4020 ,Machine Learning,Dr. kayum,5,5,1,3,3
1705,CSE3013 ,Artificial Intelligence,Dr. mahendra,5,3,2,5,2
1706,CSE3009 ,Internet of Things,Dr. doli,2,2,2,2,2
1707,CSE3501,Information Security Analysis and Audit,Dr. arjina,3,2,2,5,2
1708,CSE4014 ,High Performance Computing,Dr. hudi,4,1,2,5,5
1709,CSE3018 ,Content Based Image and Video Retrieval,Dr. hanumanram,2,1,2,4,3
1710,CSE3001 ,Software Engineering,Dr. shabbenour,3,4,3,1,5
1711,CSE3029 ,Game Programming,Dr. beekar,1,4,1,4,4
1712,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. dhaneswar,2,1,3,3,5
1713,CSE2001 ,Computer Architecture and Organization,Dr. hyatun,4,4,1,3,2
1714,CSE1007 ,Java Programming,Dr. lav,5,3,2,3,4
1715,CSE3506,Essentials of Data Analytics,Dr. sohib,4,1,3,1,3
1716,CSE3020 ,Data Visualization,Dr. sharwan,3,2,1,2,2
1717,CSE3011 ,Robotics and its Applications,Dr. tina,4,4,2,5,2
1718,CSE1004 ,Network and Communication,Dr. dali,5,2,1,4,3
1719,CSE3021 ,Social and Information Networks,Dr. bhabhav,1,3,2,4,4
1720,CSE1003 ,Digital Logic and Design,Dr. jugal,2,1,1,4,3
1721,CSE4011 ,Virtualization,Dr. rambiri,1,3,2,4,2
1722,CSE3009 ,Internet of Things,Dr. knheyalal,2,4,2,5,5
1723,CSE3505,Foundations of Data Analytics,Dr. jaibir,1,3,4,2,4
1724,MAT3004 ,Applied Linear Algebra,Dr. sourab,5,1,2,3,2
1725,CSE3013 ,Artificial Intelligence,Dr. soni,2,5,1,3,2
1726,MAT2002,Applications of Differential and Difference Equations,Dr. kanda,1,3,0,3,2
1727,CSE2005 ,Operating Systems,Dr. nadir,4,4,4,2,4
1728,CSE4004 ,Digital Forensics,Dr. kusuma,4,1,0,2,3
1729,CSE1003 ,Digital Logic and Design,Dr. jahid,2,2,2,5,5
1730,CSE4019 ,Image Processing,Dr. ramchander,4,5,3,5,4
1731,MAT3004 ,Applied Linear Algebra,Dr. mnoj,2,3,1,2,4
1732,MAT2002,Applications of Differential and Difference Equations,Dr. gaitri,3,4,3,3,4
1733,CSE2006 ,Microprocessor and Interfacing,Dr. sakina,4,5,3,2,5
1734,CSE3029 ,Game Programming,Dr. tapsyum,3,5,2,3,3
1735,CSE1007 ,Java Programming,Dr. chanderbal,3,4,1,2,4
1736,CSE4019 ,Image Processing,Dr. shbana,4,3,1,5,2
1737,CSE4011 ,Virtualization,Dr. gyanender,2,3,0,5,4
1738,CSE3506,Essentials of Data Analytics,Dr. shqakuntla,3,4,1,3,4
1739,CSE4022 ,Natural Language Processing,Dr. kushmita,2,1,4,3,5
1740,CSE2005 ,Operating Systems,Dr. vichitra,4,3,2,3,5
1741,CSE3002 ,Internet and Web Programming,Dr. heeera,3,1,1,3,5
1742,CSE3506,Essentials of Data Analytics,Dr. laldhari,1,1,2,3,3
1743,CSE4015 ,Human Computer Interaction,Dr. vickky,3,1,2,4,3
1744,CSE4011 ,Virtualization,Dr. kaptan,3,2,0,4,4
1745,MAT2002,Applications of Differential and Difference Equations,Dr. chandrika,1,3,1,1,3
1746,CSE4015 ,Human Computer Interaction,Dr. rameh,2,3,0,4,4
1747,CSE3501,Information Security Analysis and Audit,Dr. anjeev,4,1,1,4,3
